returns,entry_threshold,exit_threshold
0.000508498482476766,0.3999999985098839,-0.6000000014901161
0.0003437602523952063,0.4766653701663017,-0.7000000029802322
0.00033982702498483236,0.5766653716564178,-0.6000000014901161
0.0003360066125504015,0.676665373146534,-0.5
0.000252849911451436,0.5766653716564178,-0.6000000014901161
-0.000165691599088172,0.4766653701663017,-0.5
-0.0005824799501165255,0.3766653686761856,-0.6000000014901161
9.817386732905169e-05,0.2766653671860695,-0.5
-0.0001472397395798486,0.3766653686761856,-0.6000000014901161
-6.773759252762723e-06,0.2766653671860695,-0.5
-0.00016201643683886257,0.3766653686761856,-0.6000000014901161
-0.0006205249481409669,0.2766653671860695,-0.5
-0.0008735220244965224,0.3766653686761856,-0.6000000014901161
0.00047902808592695977,0.4397794082760811,-0.6943447068333626
0.0001649646846305563,0.33977940678596497,-0.6812186203896999
-3.2794141777009564e-05,0.4397794082760811,-0.5812186188995838
-0.0007432706266212338,0.33977940678596497,-0.4812186174094677
-0.0009390491676640316,0.4397794082760811,-0.3812186159193516
-0.0005871292971653489,0.5235112085938454,-0.28121861442923546
-0.00028497682581720774,0.42351120710372925,-0.28777802363038063
-0.0007507233639388436,0.4918278306722641,-0.38777802512049675
-0.000329754070680818,0.391827829182148,-0.48777802661061287
-0.0004342481412656486,0.29182782769203186,-0.587778028100729
0.00018609656162976495,0.19182782620191574,-0.48777802661061287
5.580449867273533e-05,0.09182782471179962,-0.587778028100729
-0.0007937820047432973,0.19182782620191574,-0.6877780295908451
-0.0006532131124850264,0.29182782769203186,-0.587778028100729
-0.0005373685743116695,0.391827829182148,-0.48777802661061287
-0.0003022100013884253,0.4918278306722641,-0.566461194306612
0.0003364713502163781,0.5918278321623802,-0.4664611928164959
-0.0007623829148260393,0.6918278336524963,-0.3664611913263798
0.0002598093426921356,0.7918278351426125,-0.4664611928164959
0.00026953654388462344,0.7531413249671459,-0.3664611913263798
0.002191924257538327,0.853141326457262,-0.26646118983626366
-0.0035036159579133782,0.9531413279473782,-0.3664611913263798
0.003901753506964622,1.0531413294374943,-0.26646118983626366
0.0021506561118298426,0.9531413279473782,-0.3664611913263798
-0.0008371533015088051,1.0531413294374943,-0.4664611928164959
-0.004531661809977915,1.1531413309276104,-0.566461194306612
